,ACTIVITY_NR,CITATION_ID,DELETE_FLAG,STANDARD,VIOL_TYPE,ISSUANCE_DATE,ABATE_DATE,ABATE_COMPLETE,CURRENT_PENALTY,INITIAL_PENALTY,CONTEST_DATE,FINAL_ORDER_DATE,NR_INSTANCES,NR_EXPOSED,REC,GRAVITY,EMPHASIS,HAZCAT,FTA_INSP_NR,FTA_ISSUANCE_DATE,FTA_PENALTY,FTA_CONTEST_DATE,FTA_FINAL_ORDER_DATE,HAZSUB1,HAZSUB2,HAZSUB3,HAZSUB4,HAZSUB5,LOAD_DT,RNUM
0,342934890,01001A,,19100029 B02 I,S,09-MAR-18,26-MAR-18,2,3000,6467,,26-MAR-18,1,2,,5,,,,,,,,,,,,,04-DEC-23,1
1,342934890,01001B,,19260451 C02 V,S,09-MAR-18,26-MAR-18,2,0,0,,26-MAR-18,1,1,C,5,,,,,,,,,,,,,04-DEC-23,2
2,342934890,01002A,,19100178 L02 II,S,09-MAR-18,26-MAR-18,2,2300,5174,,26-MAR-18,1,3,,5,,,,,,,,,,,,,04-DEC-23,3
3,342934890,01002B,,19100178 L06,S,09-MAR-18,26-MAR-18,2,0,0,,26-MAR-18,1,3,,5,,,,,,,,,,,,,04-DEC-23,4
4,342965498,01001,,19100147 F01 V,S,24-MAY-18,25-JUN-18,2,5500,9054,21-JUN-18,24-DEC-18,1,14,R,10,,,,,,,,,,,,,04-DEC-23,1
5,342997244,01001,,19100151 C,S,16-MAR-18,16-APR-18,2,4400,7391,,10-APR-18,1,1,,5,,,,,,,,,,,,,04-DEC-23,1
6,342997244,01002A,,19101200 E01 I,S,16-MAR-18,16-APR-18,2,4400,7391,,10-APR-18,1,24,,5,,,,,,,,,,,,,04-DEC-23,2
7,342997244,01002B,,19101200 H01,S,16-MAR-18,16-APR-18,2,0,0,,10-APR-18,1,24,,5,,,,,,,,,,,,,04-DEC-23,3
8,343056065,01001,,19260502 D15 II,S,17-MAY-18,18-JUN-18,2,1000,2217,13-AUG-18,15-NOV-18,1,3,C,5,,,,,,,,,,,,,04-DEC-23,1
9,343056156,01001A,,19260020 B02,S,25-JUN-18,25-JUL-18,7,2439,2439,,24-JUL-18,1,4,,5,,,,,,,,,,,,,04-DEC-23,1
10,343056156,01001B,,19261053 B01,S,25-JUN-18,25-JUL-18,7,0,0,,24-JUL-18,1,4,,5,,,,,,,,,,,,,04-DEC-23,2
11,343056156,01002,,19260501 B10,R,25-JUN-18,25-JUL-18,7,6097,6097,,24-JUL-18,1,4,C,5,,,,,,,,,,,,,04-DEC-23,3
12,343056156,02001,,19030019 C01,O,07-SEP-18,17-OCT-18,7,311,311,,19-OCT-18,1,4,,,,,,,,,,,,,,,04-DEC-23,4
13,343056156,02002,,19030019 D01,O,07-SEP-18,17-OCT-18,7,311,311,,19-OCT-18,1,4,,,,,,,,,,,,,,,04-DEC-23,5
14,342934890,01001A,,19100029 B02 I,S,09-MAR-18,26-MAR-18,2,3000,6467,,26-MAR-18,1,2,,5,,,,,,,,,,,,,04-DEC-23,1
15,342934890,01001B,,19260451 C02 V,S,09-MAR-18,26-MAR-18,2,0,0,,26-MAR-18,1,1,C,5,,,,,,,,,,,,,04-DEC-23,2
16,342934890,01002A,,19100178 L02 II,S,09-MAR-18,26-MAR-18,2,2300,5174,,26-MAR-18,1,3,,5,,,,,,,,,,,,,04-DEC-23,3
17,342934890,01002B,,19100178 L06,S,09-MAR-18,26-MAR-18,2,0,0,,26-MAR-18,1,3,,5,,,,,,,,,,,,,04-DEC-23,4
18,342965498,01001,,19100147 F01 V,S,24-MAY-18,25-JUN-18,2,5500,9054,21-JUN-18,24-DEC-18,1,14,R,10,,,,,,,,,,,,,04-DEC-23,1
19,342997244,01001,,19100151 C,S,16-MAR-18,16-APR-18,2,4400,7391,,10-APR-18,1,1,,5,,,,,,,,,,,,,04-DEC-23,1
20,342997244,01002A,,19101200 E01 I,S,16-MAR-18,16-APR-18,2,4400,7391,,10-APR-18,1,24,,5,,,,,,,,,,,,,04-DEC-23,2
21,342997244,01002B,,19101200 H01,S,16-MAR-18,16-APR-18,2,0,0,,10-APR-18,1,24,,5,,,,,,,,,,,,,04-DEC-23,3
22,343056065,01001,,19260502 D15 II,S,17-MAY-18,18-JUN-18,2,1000,2217,13-AUG-18,15-NOV-18,1,3,C,5,,,,,,,,,,,,,04-DEC-23,1
23,343056156,01001A,,19260020 B02,S,25-JUN-18,25-JUL-18,7,2439,2439,,24-JUL-18,1,4,,5,,,,,,,,,,,,,04-DEC-23,1
24,343056156,01001B,,19261053 B01,S,25-JUN-18,25-JUL-18,7,0,0,,24-JUL-18,1,4,,5,,,,,,,,,,,,,04-DEC-23,2
25,343056156,01002,,19260501 B10,R,25-JUN-18,25-JUL-18,7,6097,6097,,24-JUL-18,1,4,C,5,,,,,,,,,,,,,04-DEC-23,3
26,343056156,02001,,19030019 C01,O,07-SEP-18,17-OCT-18,7,311,311,,19-OCT-18,1,4,,,,,,,,,,,,,,,04-DEC-23,4
27,343056156,02002,,19030019 D01,O,07-SEP-18,17-OCT-18,7,311,311,,19-OCT-18,1,4,,,,,,,,,,,,,,,04-DEC-23,5
28,343099636,01001A,,19260020 B02,R,07-AUG-18,06-SEP-18,2,5000,8536,,29-AUG-18,1,2,,10,,,,,,,,,,,,,04-DEC-23,1
29,343099636,01001B,,19260501 B13,R,07-AUG-18,06-SEP-18,2,0,0,,29-AUG-18,1,2,C,10,,,,,,,,,,,,,04-DEC-23,2
30,343299707,01001A,,19260020 B02,S,21-AUG-18,20-SEP-18,2,3000,5174,,19-SEP-18,1,2,,10,,,,,,,,,,,,,04-DEC-23,1
31,343299707,01001B,,19260502 E01,S,21-AUG-18,20-SEP-18,2,0,0,,19-SEP-18,1,2,,10,,,,,,,,,,,,,04-DEC-23,2
32,343308557,01001A,,19260020 B02,S,14-NOV-18,14-DEC-18,2,1828,3049,,10-DEC-18,1,2,,5,,,,,,,,,,,,,04-DEC-23,1
33,343308557,01001B,,19260502 D15,S,14-NOV-18,14-DEC-18,2,0,0,,10-DEC-18,2,2,C,5,,,,,,,,,,,,,04-DEC-23,2
34,343308557,02001,,19260503 A01,R,14-NOV-18,14-DEC-18,2,3657,6098,,10-DEC-18,2,2,,5,,,,,,,,,,,,,04-DEC-23,3
35,343308672,01001B,,19260502 D17,S,15-OCT-18,24-OCT-18,7,0,0,,24-JAN-19,1,1,,10,,,,,,,,,,,,,04-DEC-23,1
36,343308672,02001,,19030019 D01,O,10-JAN-19,19-FEB-19,7,311,311,,13-MAY-19,1,4,,,,,,,,,,,,,,,04-DEC-23,2
37,343308672,01001A,,19260501 B11,S,15-OCT-18,24-OCT-18,7,3880,3880,,24-JAN-19,1,1,,10,,,,,,,,,,,,,04-DEC-23,3
38,343363099,01001A,,19100140 C10 I,S,14-NOV-18,26-NOV-18,2,6984.5,11641,,11-DEC-18,1,2,,10,,,,,,,,,,,,,04-DEC-23,1
39,343363099,01001B,,19260451 G01 VII,S,14-NOV-18,26-NOV-18,2,0,0,,11-DEC-18,1,3,,10,,,,,,,,,,,,,04-DEC-23,2
40,343363099,01001C,,19260454 A,S,14-NOV-18,26-NOV-18,2,0,0,,11-DEC-18,1,3,,10,,,,,,,,,,,,,04-DEC-23,3
41,343363099,01002A,,19260451 E01,S,14-NOV-18,26-NOV-18,2,6984.5,11641,,11-DEC-18,1,1,,10,,,,,,,,,,,,,04-DEC-23,4
42,343363099,01002B,,19260451 E05 I,S,14-NOV-18,26-NOV-18,2,0,0,,11-DEC-18,1,2,,10,,,,,,,,,,,,,04-DEC-23,5
43,343361838,01001A,,19260501 B10,O,25-SEP-18,04-OCT-18,5,1200,9959,12-OCT-18,15-JUL-19,1,1,,,,,,,,,,,,,,,04-DEC-23,1
44,343361838,01001B,,19260502 D16 III,O,25-SEP-18,04-OCT-18,5,0,0,12-OCT-18,15-JUL-19,1,1,,,,,,,,,,,,,,,04-DEC-23,2
45,343482709,01001A,,19101053 J01,S,04-DEC-18,31-DEC-19,2,0,0,,31-DEC-18,1,268,,,,,,,,,,,,,,,04-DEC-23,1
46,343482709,01001B,,19101053 J03 I A,S,04-DEC-18,31-JAN-20,2,0,0,,31-DEC-18,1,268,,,,,,,,,,,,,,,04-DEC-23,2
47,343482709,01001C,,19101200 E01,S,04-DEC-18,31-DEC-19,2,0,0,,31-DEC-18,1,268,,,,,,,,,,,,,,,04-DEC-23,3
48,343482709,01001D,,19101200 H01,S,04-DEC-18,31-JAN-20,2,0,0,,31-DEC-18,1,268,,,,,,,,,,,,,,,04-DEC-23,4
49,343423224,01001,,56 IL ADMIN CODE PART 350.420(A),O,19-OCT-18,08-NOV-18,2,0,0,,12-NOV-18,1,120,,,,,,,,,,,,,,,04-DEC-23,1
50,343430302,01001,,19101053 J01,S,11-JAN-19,15-FEB-19,2,0,0,,07-FEB-19,1,31,,,,,,,,,,,,,,,04-DEC-23,1
51,343430302,01002,,19101053 J03 I,S,11-JAN-19,15-FEB-19,2,0,0,,07-FEB-19,1,31,,,,,,,,,,,,,,,04-DEC-23,2
52,343446829,01001,X,19100212 A01,S,01-FEB-19,05-MAR-19,,7084,7084,,01-MAR-19,2,1,,5,,,,,,,,,,,,,04-DEC-23,1
53,343460580,01001A,,19100147 D,S,11-DEC-18,27-DEC-18,2,12934,12934,,07-JAN-19,1,1,R,10,,,,,,,,,,,,,04-DEC-23,1
54,343460580,01001B,,19100212 A01,S,11-DEC-18,,3,0,9239,,07-JAN-19,1,8,,5,,,,,,,,,,,,,04-DEC-23,2
55,343489027,01001A,,19260020 B02,S,06-NOV-18,23-NOV-18,2,1800,3049,,14-NOV-18,1,2,,5,,,,,,,,,,,,,04-DEC-23,1
56,343489027,01001B,,19260102 A01,S,06-NOV-18,,3,0,0,,14-NOV-18,1,2,,5,,,,,,,,,,,,,04-DEC-23,2
57,343489027,01002,,19261053 B01,S,06-NOV-18,23-NOV-18,2,1800,3049,,14-NOV-18,1,2,,5,,,,,,,,,,,,,04-DEC-23,3
58,343489027,02001,,19260501 B13,R,06-NOV-18,23-NOV-18,2,5150,8536,,14-NOV-18,1,2,,10,,,,,,,,,,,,,04-DEC-23,4
59,343602512,01001,,19260102 A01,S,04-MAR-19,02-APR-19,2,5115,8525,,21-MAR-19,1,1,,5,,,,,,,,,,,,,04-DEC-23,1
60,343602512,01002,,19260451 G01,S,04-MAR-19,02-APR-19,2,5115,8525,,21-MAR-19,1,1,,5,,,,,,,,,,,,,04-DEC-23,2
61,343602512,01003,,19260501 B01,S,04-MAR-19,02-APR-19,2,7160,11934,,21-MAR-19,1,1,C,10,,,,,,,,,,,,,04-DEC-23,3
62,343602512,02001,,19260503 B01,O,04-MAR-19,02-APR-19,2,0,0,,21-MAR-19,1,1,,,,,,,,,,,,,,,04-DEC-23,4
63,343602249,01001A,,19260501 B11,S,21-FEB-19,22-MAR-19,2,6497.4,9282,,19-MAR-19,1,1,C,10,,,,,,,,,,,,,04-DEC-23,1
64,343602249,01001B,,19260503 A01,S,21-FEB-19,22-MAR-19,2,0,0,,19-MAR-19,1,1,,10,,,,,,,,,,,,,04-DEC-23,2
65,343602249,01001C,,19260503 B01,S,21-FEB-19,22-MAR-19,2,0,0,,19-MAR-19,1,1,,10,,,,,,,,,,,,,04-DEC-23,3
66,343602249,01002A,,19261053 B04,S,21-FEB-19,22-MAR-19,2,3712.6,5304,,19-MAR-19,1,1,,5,,,,,,,,,,,,,04-DEC-23,4
67,343602249,01002B,X,19261060 A01,S,21-FEB-19,22-MAR-19,,0,0,,19-MAR-19,1,1,,5,,,,,,,,,,,,,04-DEC-23,5
68,343722666,01001,,19100141 G02,S,17-MAY-19,,3,3155.6,4508,,03-JUN-19,1,75,,5,,,,,,,,1080,1591,2460,2590,,04-DEC-23,1
69,343722666,01002,,19101025 H01,S,17-MAY-19,04-JUN-19,2,4733.4,6762,,03-JUN-19,1,75,,5,,,,,,,,1591,,,,,04-DEC-23,2
70,343762167,02002,,19030019 D01,O,16-APR-19,24-MAY-19,7,319,319,,19-JUN-19,1,3,,,,,,,,,,,,,,,04-DEC-23,1
71,343762167,01001A,,19260020 B01,S,11-MAR-19,26-MAR-19,7,2131.5,2842,,03-APR-19,1,3,,5,,,,,,,,,,,,,04-DEC-23,2
72,343762167,01001B,,19260020 B02,S,11-MAR-19,20-MAR-19,7,0,0,,03-APR-19,1,3,,5,,,,,,,,,,,,,04-DEC-23,3
73,343762167,01002A,,19260501 B10,S,11-MAR-19,,3,2983.5,3978,,03-APR-19,1,3,,10,,,,,,,,,,,,,04-DEC-23,4
74,343762167,01002B,,19260503 A01,S,11-MAR-19,20-MAR-19,7,0,0,,03-APR-19,3,3,,10,,,,,,,,,,,,,04-DEC-23,5
75,343762167,02001,,19030019 C01,O,16-APR-19,24-MAY-19,7,319,319,,19-JUN-19,1,3,,,,,,,,,,,,,,,04-DEC-23,6
76,343811253,01001,,19260501 B10,R,12-MAR-19,21-MAR-19,5,6000,8752,,03-APR-19,1,6,,10,,,,,,,,,,,,,04-DEC-23,1
77,343811253,01002,,19261053 B01,R,12-MAR-19,,3,4250,6252,,03-APR-19,1,6,,5,,,,,,,,,,,,,04-DEC-23,2
78,343853024,01001A,,19101200 E01,S,24-JUN-19,31-AUG-19,2,2784,3978,,12-JUL-19,1,3,,1,,,,,,,,,,,,,04-DEC-23,1
79,343853024,01001B,,19101200 G08,S,24-JUN-19,31-AUG-19,2,0,0,,12-JUL-19,1,3,,1,,,,,,,,,,,,,04-DEC-23,2
80,343853024,01002C,,19101200 H01,S,24-JUN-19,31-AUG-19,2,0,0,,12-JUL-19,1,3,,1,,,,,,,,,,,,,04-DEC-23,3
81,343846218,01001,,19260501 B10,S,15-MAY-19,03-JUN-20,5,7913,20420,31-MAY-19,06-JUL-20,1,6,,10,,,,,,,,,,,,,04-DEC-23,1
82,343846218,01002,,19261053 B01,R,15-MAY-19,03-JUN-20,5,14587,14587,31-MAY-19,06-JUL-20,2,6,,5,,,,,,,,,,,,,04-DEC-23,2
83,343856498,01001,,19100132 D01,S,30-MAY-19,05-JUL-19,2,0,0,07-JUN-19,07-FEB-20,1,1,A,,,,,,,,,,,,,,04-DEC-23,1
84,343856498,01002,X,19100138 B,S,30-MAY-19,05-JUL-19,,0,0,07-JUN-19,07-FEB-20,1,1,A,,,,,,,,,,,,,,04-DEC-23,2
85,343856498,01003,,19100212 A01,S,30-MAY-19,05-JUL-19,2,0,0,07-JUN-19,07-FEB-20,1,1,,,,,,,,,,,,,,,04-DEC-23,3
86,343873378,01001A,,19100023 B08,S,24-MAY-19,,3,2387,3410,,06-JUN-19,1,2,,5,,,,,,,,,,,,,04-DEC-23,1
87,343873378,01001B,,19100023 C11,S,24-MAY-19,,3,0,0,,06-JUN-19,2,2,,5,,,,,,,,,,,,,04-DEC-23,2
88,343873378,01002,,19100028 B13 I,S,24-MAY-19,,3,2784.6,3978,,06-JUN-19,1,1,C,10,,,,,,,,,,,,,04-DEC-23,3
89,343904652,01001,,19100022 D01,S,05-JUL-19,22-JUL-19,2,5750,6819,,16-JUL-19,1,2,C,5,,,,,,,,,,,,,04-DEC-23,1
90,343904652,01002A,,19100305 G01 IV A,S,05-JUL-19,22-JUL-19,2,0,0,,16-JUL-19,1,2,,1,,,,,,,,,,,,,04-DEC-23,2
91,343904652,01002B,,19100305 G01 IV C,S,05-JUL-19,22-JUL-19,2,0,0,,16-JUL-19,1,2,,1,,,,,,,,,,,,,04-DEC-23,3
92,343922274,01001,,19260501 B10,S,31-MAY-19,01-JUL-19,7,3978,3978,,30-JUL-19,1,2,C,10,,,,,,,,,,,,,04-DEC-23,1
93,343922274,02001,,19030019 D01,O,29-JUL-19,18-SEP-19,7,319,319,,27-AUG-19,1,2,,,,,,,,,,,,,,,04-DEC-23,2
94,343926192,01001,,19260102 A01,S,05-JUL-19,,3,3126,3126,,20-SEP-19,1,1,,5,,,,,,,,,,,,,04-DEC-23,1
95,343926192,01002,,19260501 B10,S,05-JUL-19,,3,4376,4376,,20-SEP-19,1,5,C,10,,,,,,,,,,,,,04-DEC-23,2
96,343941985,01001,,5A0001,S,23-MAY-19,24-JUN-19,2,0,0,,19-JUN-19,1,2,C,10,,,,,,,,,,,,,04-DEC-23,1
97,343972659,01001,,19101200 E01 I,O,29-MAY-19,03-JUL-19,2,0,0,,24-JUN-19,1,6,,,,,,,,,,,,,,,04-DEC-23,1
98,343972659,02001,,19100037 A02,S,29-MAY-19,03-JUL-19,2,0,0,,24-JUN-19,1,6,,,,,,,,,,,,,,,04-DEC-23,2
99,343972659,02002,,19100151 C,S,29-MAY-19,03-JUL-19,2,0,0,,24-JUN-19,1,6,,,,,,,,,,,,,,,04-DEC-23,3
100,343972659,02003,,19100178 L01 I,S,29-MAY-19,,3,0,0,,24-JUN-19,2,7,,,,,,,,,,,,,,,04-DEC-23,4
101,343972659,02004,,19100213 A09,S,29-MAY-19,03-JUL-19,2,0,0,,24-JUN-19,1,6,,,,,,,,,,,,,,,04-DEC-23,5
102,343976114,01001,,19100178 L01 I,S,04-JUN-19,,3,0,0,,27-JUN-19,2,2,,,,,,,,,,,,,,,04-DEC-23,1
103,344109277,01001,,19261101 F02 III,O,29-OCT-19,29-NOV-19,5,5000,9282,22-NOV-19,06-NOV-20,1,17,,10,,,,,,,,9020,,,,,04-DEC-23,1
104,344109277,01002,X,19261101 F03 I,S,29-OCT-19,29-NOV-19,,9282,9282,22-NOV-19,06-NOV-20,1,17,,10,,,,,,,,9020,,,,,04-DEC-23,2
105,344138672,01001A,,19100134 C01,S,12-DEC-19,14-JAN-20,2,2148,3580,,30-DEC-19,2,17,,1,,,,,,,,,,,,,04-DEC-23,1
106,344138672,01001B,,19100134 E01,S,12-DEC-19,14-JAN-20,2,0,0,,30-DEC-19,2,17,,1,,,,,,,,,,,,,04-DEC-23,2
107,344138672,01001C,,19100134 F05,S,12-DEC-19,14-JAN-20,2,0,0,,30-DEC-19,2,17,,1,,,,,,,,,,,,,04-DEC-23,3
108,344138672,01002A,,19100252 B04 IV,S,12-DEC-19,14-JAN-20,2,2862,4774,,30-DEC-19,1,15,,5,,,,,,,,,,,,,04-DEC-23,4
109,344138672,01002B,,19100252 B04 VII,S,12-DEC-19,14-JAN-20,2,0,0,,30-DEC-19,1,15,,5,,,,,,,,,,,,,04-DEC-23,5
110,344138672,01003,,19101026 D01,S,12-DEC-19,14-JAN-20,2,3580,5967,,30-DEC-19,1,4,,5,,,,,,,,,,,,,04-DEC-23,6
111,344138672,01004A,,19101200 E01,S,12-DEC-19,14-JAN-20,2,3580,5967,,30-DEC-19,1,23,,5,,,,,,,,,,,,,04-DEC-23,7
112,344138672,01004B,,19101200 H01,S,12-DEC-19,14-JAN-20,2,0,0,,30-DEC-19,1,23,,5,,,,,,,,,,,,,04-DEC-23,8
113,344171913,01003,,19260451 E05 I,S,12-NOV-19,,3,1250,2842,29-NOV-19,10-APR-20,1,2,,5,,,,,,,,,,,,,04-DEC-23,1
114,344171913,01004,,19260451 G04,S,12-NOV-19,11-MAY-20,2,1250,2842,29-NOV-19,10-APR-20,1,3,,5,,,,,,,,,,,,,04-DEC-23,2
115,344171913,01005A,,19100178 L01 I,S,12-NOV-19,11-MAY-20,2,1250,2842,29-NOV-19,10-APR-20,1,1,,5,,,,,,,,,,,,,04-DEC-23,3
116,344171913,01005B,,19100178 L06,S,12-NOV-19,11-MAY-20,2,0,0,29-NOV-19,10-APR-20,1,1,,5,,,,,,,,,,,,,04-DEC-23,4
117,344171913,02001,,19030019 C01,O,21-JUL-20,28-AUG-20,2,325,325,,14-AUG-20,5,3,,,,,,,,,,,,,,,04-DEC-23,5
118,344171913,01001,X,19260451 B08,S,12-NOV-19,12-DEC-19,,2842,2842,29-NOV-19,10-APR-20,1,2,,5,,,,,,,,,,,,,04-DEC-23,6
119,344171913,01002A,X,19260451 C02,S,12-NOV-19,12-DEC-19,,2842,2842,29-NOV-19,10-APR-20,1,3,,5,,,,,,,,,,,,,04-DEC-23,7
120,344171913,01002B,,19260451 F07,S,12-NOV-19,11-MAY-20,2,1250,0,29-NOV-19,10-APR-20,1,3,,5,,,,,,,,,,,,,04-DEC-23,8
121,344218060,01001A,,19100134 C02 II,S,08-NOV-19,03-JAN-20,2,1364,2273,,04-DEC-19,1,1,,5,,,,,,,,,,,,,04-DEC-23,1
122,344218060,01001B,,19100134 E01,S,08-NOV-19,03-JAN-20,2,0,0,,04-DEC-19,1,1,,5,,,,,,,,,,,,,04-DEC-23,2
123,344218060,01001C,,19100134 K,S,08-NOV-19,03-JAN-20,2,0,0,,04-DEC-19,1,1,,5,,,,,,,,,,,,,04-DEC-23,3
124,344218060,01002A,,19101200 E01,S,08-NOV-19,03-JAN-20,2,1705,2842,,04-DEC-19,1,2,,5,,,,,,,,,,,,,04-DEC-23,4
125,344218060,01002B,,19101200 G08,S,08-NOV-19,03-JAN-20,2,0,0,,04-DEC-19,1,2,,5,,,,,,,,,,,,,04-DEC-23,5
126,344218060,01002C,,19101200 H01,S,08-NOV-19,03-JAN-20,2,0,0,,04-DEC-19,1,2,,5,,,,,,,,,,,,,04-DEC-23,6
127,344218060,01003,,19261153 G01,S,08-NOV-19,03-JAN-20,2,1705,2842,,04-DEC-19,1,1,,5,,,,,,,,,,,,,04-DEC-23,7
128,344218060,02001,,19100132 D02,O,08-NOV-19,03-JAN-20,2,0,0,,04-DEC-19,1,2,,,,,,,,,,,,,,,04-DEC-23,8
129,344255716,01001,,19040029 B01,O,17-OCT-19,29-OCT-19,2,664,1327,,05-NOV-19,1,1,,,,,,,,,,,,,,,04-DEC-23,1
130,344431366,01001,,19260502 D16 III,S,02-JAN-20,13-JAN-20,5,3126,3126,,07-FEB-20,1,5,,5,,,,,,,,,,,,,04-DEC-23,1
131,344437744,01001,,19101025 H02 II,S,09-MAR-20,07-APR-20,2,3238.8,5398,,31-MAR-20,1,22,,5,,,,,,,,,,,,,04-DEC-23,1
132,344437744,01002A,,19101200 F07,O,09-MAR-20,07-APR-20,2,0,5398,,31-MAR-20,1,22,,,,,,,,,,,,,,,04-DEC-23,2
133,344437744,01002B,,19101200 H03 IV,O,09-MAR-20,07-APR-20,2,0,0,,31-MAR-20,1,22,,,,,,,,,,,,,,,04-DEC-23,3
134,344437744,02001,,19101025 H01,R,09-MAR-20,07-APR-20,2,6477,10795,,31-MAR-20,1,22,,5,,,,,,,,,,,,,04-DEC-23,4
135,344625827,01001,,19100022 A01,S,17-JUL-20,17-AUG-20,2,2833,4588,,29-JUL-20,4,3,,5,,,,,,,,,,,,,04-DEC-23,1
136,344625827,01002,,19100178 L06,O,17-JUL-20,17-AUG-20,2,0,3441,,29-JUL-20,1,20,,,,,,,,,,,,,,,04-DEC-23,2
137,344625827,01003,,19100213 H04,S,17-JUL-20,17-AUG-20,2,3550,5735,,29-JUL-20,1,1,,5,,,,,,,,,,,,,04-DEC-23,3
138,344625827,01004,,19100213 I01,S,17-JUL-20,17-AUG-20,2,3550,5735,,29-JUL-20,1,4,,5,,,,,,,,,,,,,04-DEC-23,4
139,344625827,01005,,19100219 C02,S,17-JUL-20,17-AUG-20,2,3550,5735,,29-JUL-20,3,3,,5,,,,,,,,,,,,,04-DEC-23,5
140,344625827,01006A,,19100219 D01,S,17-JUL-20,17-AUG-20,2,3550,5735,,29-JUL-20,2,3,,5,,,,,,,,,,,,,04-DEC-23,6
141,344625827,01006B,,19100219 E03 I,S,17-JUL-20,17-AUG-20,2,0,0,,29-JUL-20,2,3,,5,,,,,,,,,,,,,04-DEC-23,7
142,344661145,01001,,19260601 B04,O,21-APR-20,,3,1500,5398,,30-APR-20,1,2,,,,,,,,,,,,,,,04-DEC-23,1
143,344627195,01001,,19260200 G01,O,02-APR-20,09-JUN-20,2,5000,13494,16-APR-20,24-AUG-20,1,1,,,,,,,,,,,,,,,04-DEC-23,1
144,344627195,01002,X,19260201 A,S,02-APR-20,17-APR-20,,13494,13494,16-APR-20,24-JUL-20,1,1,,10,,,,,,,,,,,,,04-DEC-23,2
